mixed_sound_id,true_band_score,true_mfcc_score,null_band_mean_L1,null_mfcc_mean_L1,null_band_std_L1,null_mfcc_std_L1,null_band_mean_L2,null_mfcc_mean_L2,null_band_std_L2,null_mfcc_std_L2,null_band_mean_L3,null_mfcc_mean_L3,null_band_std_L3,null_mfcc_std_L3
M0064,-0.2571875676431831,-87.75135040283203,-0.3074836780889588,-60.456626892089844,0.21728372839020269,27.322837138681486,-0.205670773985588,-80.14063415527343,0.038690110789734,8.09687243304597,-0.26888809885505105,-72.94399337768554,0.20157117190153548,9.820931133690639
M0065,-0.41490729291480843,-98.46009063720703,-0.5064479271677977,-92.94366149902343,0.45643213763495644,32.76430551475787,-0.46157358704642737,-92.42818145751953,0.04231444281285453,6.3078390929747865,-0.6904409431448475,-83.46051559448242,0.32073886627356246,13.066950887134931
M0066,-0.5177006024173427,-97.52452087402344,-0.31674535615065963,-77.26661529541016,0.21256218746328642,12.240082715743021,-0.5074601179695831,-113.40255737304688,0.05618552271266314,8.163871105964505,-0.3304459602121292,-82.66680755615235,0.14481797558991022,11.84970610167058
M0067,-0.10787088672203274,-80.84590911865234,-0.26373393402039935,-64.52140426635742,0.12707675289463227,10.187751356131145,-0.29518885826707547,-55.957322692871095,0.16282027534691174,18.14982545765064,-0.3127186954817364,-55.87917022705078,0.2801969927137815,14.715363787852018
M0068,-0.5165048950256477,-87.17545318603516,-0.3374454501393758,-86.8774917602539,0.2767446892496218,23.98801406565324,-0.4227760184148816,-85.96865386962891,0.1819132794680178,9.141459274139228,-0.7553349316562779,-96.86390075683593,0.053113167625815104,12.37974035632678
M0069,-1.232145567814832,-40.048946380615234,-0.272148714675853,-71.01766433715821,0.18941554512875833,33.918389821723686,-0.5617264760491576,-49.682238006591795,0.2726321893966472,12.102249119735172,-0.6007497865852807,-45.43151168823242,0.20513277127020954,11.29358484622945
M0070,-0.10216880530614947,-47.907989501953125,-0.7886890045361912,-85.38914566040039,0.25534769505236055,15.575601994261165,-0.4801830341327077,-64.71041641235351,0.2376554894964578,16.10624904155701,-0.6315504068383729,-61.366400146484374,0.21577111482624584,10.401886301766123
M0071,-0.6520287280731137,-84.38398742675781,-0.44959676276484206,-85.84987258911133,0.17417890015319498,27.93160510328469,-0.20338729754099988,-71.85019378662109,0.1064453780405942,11.90105183551257,-0.3662884150357309,-83.91284484863282,0.2438445912529892,11.46228704727715
M0072,-0.58487429282326,-97.78377532958984,-0.23562608404844979,-78.35340576171875,0.1145536764936145,15.021339312430642,-0.636391086480855,-101.51296844482422,0.038690110789733966,3.88189353954835,-0.573173761611392,-109.62097473144532,0.20157117190153548,10.71220463823537
M0073,-0.030338165813251383,-83.21734619140625,-0.2407000307848682,-74.47637557983398,0.17524613176482215,16.866657042347438,-0.4128090507228146,-76.19967956542969,0.128341616026102,2.6858548116506147,-0.42818194630336864,-84.23343658447266,0.20847258069903854,5.4870587202393715
M0074,-0.028005437663076505,-78.11209106445312,-0.2597125641503768,-65.62341766357422,0.2472878248111818,10.083266432468818,-0.37512207940507974,-112.30091247558593,0.2008480194447698,18.043492359369463,-0.46432449725305747,-86.8342269897461,0.12801293894853732,13.866541337574704
M0075,-0.3348137435919485,-111.44720458984375,-0.5595930614041074,-105.37962188720704,0.16757527410932802,40.9267451134001,-0.5367390375257491,-102.32683563232422,0.19764001764784453,5.39906700624395,-0.6792594198911073,-116.66209716796875,0.29265373239994297,14.495373717349121
M0076,-1.1216185389364992,-82.81320190429688,-1.188153328233798,-92.36835556030273,0.3512006936550521,23.37400058690365,-1.4717569215070345,-99.93247528076172,0.128341616026102,2.5204758469410624,-1.4854886760086932,-106.41406707763672,0.10625212328425508,10.858270377994709
M0077,-0.8803264883553492,-128.13009643554688,-0.945245645027217,-109.74329833984375,0.16092584499795412,12.722086988216436,-0.6829628511048043,-104.02276916503907,0.278698021701618,19.95443622373453,-0.6061286152988947,-95.81637573242188,0.324048196950305,26.721842396949363
M0078,-0.1070220806507034,-50.48398208618164,-0.8708626069322387,-105.90385131835937,0.3369862354259635,33.04329815665871,-0.3511120304417857,-50.00273666381836,0.21720015624596153,15.063408485532078,-0.649381306883573,-53.97410507202149,0.012646301283119723,2.8236312715894347
M0079,-0.21418634343068865,-78.83743286132812,-0.33593984163661095,-89.04449081420898,0.3580895196260344,31.2142174416893,-0.3703140526500501,-51.97713165283203,0.2567737652809412,8.619844017902622,-0.1662601364384803,-52.68380126953125,0.1323343751656356,12.101949700246077
M0080,-0.5273776845163531,-44.830223083496094,-0.35018598161443504,-64.57562255859375,0.09651797673673215,12.523879487460585,-0.3254523905825526,-39.12466812133789,0.19764001764784458,2.016482190928422,-0.21662103507922154,-56.34579010009766,0.360007474109186,3.967506741784946
M0081,-0.8628727279896262,-56.068206787109375,-0.8335751420144385,-81.97730102539063,0.1945522635297146,16.136571869253974,-0.932546224790455,-70.61353454589843,0.0439958070990354,5.200202050536899,-0.7035286096922093,-66.98440322875976,0.2916903955109643,4.37090531804767
M0082,-0.8909056000715188,-89.52831268310547,-0.9203716050210271,-99.2884521484375,0.25327759433257674,16.35339029030513,-0.41025431109758026,-57.879852294921875,0.2606490096338179,7.515476054227213,-0.85918149758854,-77.24009857177734,0.1258727568575323,14.375368506543145
M0083,-1.0296694519027283,-129.760009765625,-0.4887847247633905,-59.793128967285156,0.22169274077943946,7.4382769196640925,-1.0208985185473742,-107.3182876586914,0.05117055523799696,10.286299429435381,-0.5780594210126495,-104.21554412841797,0.37770485957213645,5.93446723289633
M0084,-0.7881636237751581,-86.80912017822266,-0.38292273608701904,-111.92263793945312,0.1852870908533195,21.248108237213813,-0.5273275807264958,-82.07550354003907,0.1521208782030327,10.926342860108257,-0.47021022753842345,-64.60678939819336,0.3385715558635939,14.47336211856955
M0085,-0.13186924118333615,-71.05213928222656,-0.4760566189208289,-47.92253494262695,0.3512006936550521,10.830546461255855,-0.36315224980841593,-61.26533203125,0.26258112991827187,9.015190308881287,-0.17834792112047165,-71.1280303955078,0.16589895430723478,19.447369279322924
M0086,-1.3486661544752625,-80.98384094238281,-1.4948434010193885,-104.76592102050782,0.16124150985225819,19.199777258704312,-1.491655860452307,-87.48353576660156,0.1638717691088972,5.2292201839026005,-1.1742950771455916,-81.15912780761718,0.35027940840348626,9.883500176741824
M0087,-0.09095203228160706,-34.3074951171875,-0.2969527770259468,-47.217752075195314,0.2682738834327342,21.48483086223918,-0.22713436139805765,-40.962759780883786,0.1345588231848719,8.125842041849554,-0.1910925919809201,-51.63696365356445,0.15064015827157512,15.972880610726412
M0088,-0.6016794902640327,-42.412086486816406,-0.34232631770968364,-78.38178939819336,0.3155538654450552,26.157030550777076,-0.1931091341043173,-49.6726791381836,0.09143974918242229,5.165708676551253,-0.19202512794032606,-60.7509407043457,0.13243393688093924,10.515679915173378
M0089,-1.6458877281196307,-95.40886688232422,-0.901552072469662,-60.369459533691405,0.4390722611004009,15.171621556608143,-1.2404752633820337,-89.35650787353515,0.23663578362545654,5.5143271462013965,-1.2247366063571146,-75.14461364746094,0.29881125914469187,13.796514248856079
M0090,-0.11169139661754868,-79.2656021118164,-0.14711848718643084,-59.25608100891113,0.06754321027358384,35.29313873347854,-0.2743895131171419,-62.71580429077149,0.08551308686379266,6.60986673893378,-0.18931078354066594,-64.16458358764649,0.13435630422497735,24.221051894695595
M0091,-1.3420735431713278,-131.74034118652344,-0.9396013602096197,-98.50091552734375,0.4807847651713801,19.531833879158985,-0.8725183556372681,-112.10665283203124,0.13864054188459762,20.761649812620472,-1.0065203358494923,-117.45865020751953,0.3055180981914463,26.71382729631178
M0092,-0.2936784527751761,-54.257606506347656,-0.5358338167511109,-65.90503692626953,0.3512006936550521,35.2276209470126,-0.062209570736749084,-69.09992904663086,0.006499292900670213,7.465731597803281,-0.17960735932816246,-63.430406951904295,0.27252238277931673,7.381607047319075
M0093,-1.3207680332102334,-116.67078399658203,-1.2600698071035208,-103.96144256591796,0.23273339505821544,22.276925652915384,-1.2194817934490652,-118.80656433105469,0.1809434767727454,7.739796094409214,-1.4136811832315872,-129.93074951171874,0.24332075540586845,18.190082457489
M0094,-0.42438408376950965,-45.11757278442383,-1.3032592010087118,-88.74860153198242,0.29482411379237633,20.121913584589294,-0.9446128671440756,-61.177327728271486,0.1944770091607438,6.212743555355396,-1.015541627988539,-66.61614837646485,0.23208352045187172,8.048971293460642
